sentence,difficulty
"D'abord, les produits fabriqués en France sont en moyenne 30 pour cent plus chers que les autres",B2
"J'entre aux gardes demain, dans les Cadets",B2
Les sexagénaires sont jeunes.,B2
"Si sept millions de citadins rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l'acte. ""Il y a toujours un événement déclencheur"", constate la directrice de Changer tout.",B2
"La tradition nord-américaine veut qu'on se retrouve en famille pour manger une dinde farcie accompagnée d'une purée de pommes de terre, de patates douces, d'une gelée de canneberges et une tarte à la citrouille",B2
Je la considérais comme une créature céleste.,B2
"Une fois déchiquetées et séchées, elles sont alors agglomérées en petits cylindres appelés ""palettes"".",B2
"Plus généralement, il accompagne le bouillonnement et le désir de communication immédiate de l'adolescence.",B2
"Il se vit pénétrant jusqu'au coeur de la grande forêt, et découvrant une femme qui dormait parmi les branches, couchée sur un lit de mousse.",B2
Il a dérivé pendant deux jours avant d'être secouru.,B2
"Quand le G20 du 15 avril décide le moratoire, c'est la première fois que la Chine acceptait, dans un cadre multilatéral, de participer à un moratoire.",B2
Ellénore gardait le silence.,B2
"Au printemps 1621, la moitié de ces pèlerins sont morts",B2
Le but est de permettre aux candidats du baccalauréat d'utiliser internet pendant les épreuves.,B2
Il est tombé malade l'année précédant son mariage.,B2
En Suisse les personnes physiques peuvent être assujetties à l'impôt sur le revenu et la fortune en raison de leurs liens personnels ou leur rattachement économique avec la Suisse.,B2
"Simone est comédienne, mais deux fois par mois, elle vient au siège de SNCF pour enregistrer ses annonces",B2
"Thomas Garnier s'occupe de la communication numérique du château de Versailles, et c'est lui qui imagine ces petites vidéos ludiques de plus en plus visibles sur les réseaux sociaux.",B2
Ce texte milite pour corriger un préjugé sur les aptitudes intellectuelles des femmes.,B2
Madame Pietranera était devenue pensive ; elle crut devoir présenter quelques objections.,B2
"Je déconseille le blanc, les harmonies de blanc et le côté ivoire",B2
"Avec la distanciation sociale, les occasions de se réunir ont également été moins fréquentes.",B2
"Six mois après l'introduction définitive de la monnaie unique européenne, les nostalgiques du franc étaient à peine plus nombreux chez les plus de 65 ans que dans l'ensemble de la population - 53 %, contre 48 % , écrit le sociologue.",B2
"Mais au rythme auquel les forêts tropicales se dégradent, il devient urgent de traduire sur le terrain une politique propre à pérenniser les ressources forestières.",B2
"Doux comme un agneau, ses mâchoires carrées lui dessinèrent bientôt un profil de gardien.",B2
La motocyclette était très peu fiable à ses débuts.,B2
"Car Joe Manchin et Kyrsten Sinema s'étaient déclarés contre cette mesure précise, menaçant de faire sombrer l'ensemble du plan d'aide qui ne compte pas, pour l'instant, de soutien républicain.",B2
"Il peut également rendre ""addict"". Le smartphone est aujourd'hui omniprésent dans nos vies : 58 % des Français déclarent avoir leur mobile 24h sur 24 h avec eux ; 41 % le consultent même au milieu de la nuit et 7 % vont jusqu'à répondre à leurs messages dans leur lit.",B2
Les valeurs de tolérance sont en nette progression et la xénophobie est en baisse sensible.,B2
"Si j'étais plus attirante, tous les garçons tomberaient raide dingues de mon charme envoutant.",B2
Le raisonnement mathématique est plus proche de la logique masculine.,B2
Huit photons au moins sont nécessaires pour permettre la réduction d'une molécule de dioxyde de carbone par l'eau.,B2
L'image d'un robot esclave n'est pas neuve! Les progrès présents et promis inquiètent certaines personnes qui redoutent d'être supplantées par des machines.,B2
Les réseaux sociaux sont l'objet d'un étonnant paradoxe.,B2
"Com' est l'abréviation de communication, de commandant, de communion, de commerce - le petit com du coin, ainsi de suite.",B2
"Quant aux entreprises étrangères, elles ont fait de même . en France",B2
"Le week-end dernier, un début de polémique a émergé quant à la sous-utilisation du vaccin AstraZeneca.",B2
Des soirées étudiantes sur le thème d'Halloween sont organisées chaque année,B2
"Finies les façades grises et ternes, terminée la morosité ambiante : les rues se parent de guirlandes scintillantes et les vitrines rivalisent d'imagination pour leur décoration.",B2
Les parents qui ont du mal à couper le cordon s'étonnent que leurs enfants préfèrent brancher leur boîte vocale et ne répondent pas à leurs appels.,B2
Soyons sérieux,B2
"C'est très important, surtout dans une dynamique d'innovation dans laquelle travaille typiquement une équipe de développement de voir, en tant que manager, que les personnes en face s'expriment indépendamment, offrent leurs pistes d'amélioration sur leur travail au quotidien.",B2
"Nous avons décidé de travailler sur trois variables instrumentales, la première retenue étant l'individualisme.",B2
"Si l'épicerie avait été ouverte, nous aurions acheté du lait.",B2
Les éternels affrontements entre ceux qui militent pour la protection inconditionnelle de sanctuaires naturels et ceux qui défendent les intérêts économiques des compagnies forestières semblent même passés de mode.,B2
La compétence fiscale des communes est réduite car elle dépend du droit cantonal.,B2
Une étude montre que ce vaccin offre un taux de protection élevé qui permet d'éviter l'hospitalisation.,B2
Elles cachent une partie de leur douleur,B2
"Et surtout, essayez de limiter les paires de chaussures",B2
On se battait donc enfin !,B2
"Il est reconnu utile pour les adultes qui travaillent, surtout pour les médecins, les reporters , ceux qui doivent voyager, ou encore en cas de pépin, de panne sur l'autoroute, d'accident.",B2
La production disparut presque totalement en France.,B2
Cette notion est très importante.,B2
"Elle s'introduit dans le siège vacant, toujours soufflant, mais ne s'assied pas.",B2
"Ce qui équivaut à dire que si vous pouviez atteindre cette profondeur dans l'océan, chaque centimètre carré de la surface de votre corps subirait une pression de mille kilogrammes.",B2
Et chaque hiver constitue une nouvelle menace.,B2
"Et il regardait tous ces hommes attablés et buvant, tous ces hommes qui pouvaient se désaltérer tant qu'il leur plaisait.",B2
La texture est parfaite,B2
Mais pas en proposant des portions microscopiques présentées de manière pompeuse.,B2
"Nous sommes en 1915, à Vitebsk, la ville natale de Marc Chagall.",B2
Projet d'externalisation de notre production de médicaments et des essais cliniques.,B2
Idem pour ceux qui les élisent.,B2
Le grand Meaulnes jeta son chapeau par terre et je vis qu'il avait les cheveux complètement ras comme un paysan.,B2
"Ellénore, en un mot, était en lutte constante avec sa destinée.",B2
"La spirale vicieuse, cette mécanique qui entraîne vers le bas, n'est pas, dans le discours des milieux populaires, liée à une conjoncture négative.",B2
"Elle prendra un pseudonyme masculin pour poursuivre ses travaux qui, revisités il y a peu, ont montré qu'elle avait imaginé les prémisses des travaux de Poincaré.",B2
"Ensuite, si vous avez par exemple choisi des couleurs unies, vers les bleu marine, ou vers les noirs, il est indispensable d'avoir des accessoires pour relooker la tenue",B2
"Il n'y a là rien d'impossible, estime un député, 75 % des déplacements domicile-travail font aujourd'hui moins de 5 km et 70 % de ces trajets sont faits aujourd'hui en voiture.",B2
La consommation sera encadrée par du personnel et éloignée des lieux publics,B2
"En brisant le fatum des itinéraires sociaux, en augmentant le temps de la formation, en accroissant l'autonomie des individus, les sociétés modernes ont inventé la jeunesse et celle-ci ne cesse de s'allonger, jusqu'à 25 ans et au-delà.",B2
"Lucie entama d'un air brave sa cavatine en sol majeur ; elle se plaignait d'amour, elle demandait des ailes.",B2
Conservation ou exploitation ?,B2
"La moto devint une marque distinctive de liberté et, quelquefois, de contestation.",B2
L'éducation est censée préparer la jeune génération à l'avenir.,B2
Les retraités sont sur-représentés dans l'électorat français par rapport aux autres tranches d'âge.,B2
Ces chiffres sont susceptibles de varier au cours de cette année.,B2
"En 2007, moins de 8% des déchets des entreprises ont fait l'objet d'une collecte sélective.",B2
"Au collège et au lycée, on pratique l'art de la conversation, celui de la complicité, des petites passions partagées dans un sentiment de légèreté et d'insouciance puisque rien n'est définitif.",B2
"Le robot Philae s'assoupit sur la comète ""Tchouri"", après une mission historique qui a tenu en haleine et permis de récolter des données qui pourraient aider à comprendre les origines de la vie sur Terre.",B2
"Eux, par contre, ont dû régler leur réveil",B2
"Ah, le mois de décembre : ses illuminations, la couronne de l'Avent pour les catholiques, et le fameux calendrier empli de chocolat pour les enfants. Tous ces préparatifs rendent chaque année l'atmosphère festive et enjouée.",B2
"Ils sont en général bien portants, soucieux de leur apparence, avides de loisirs, de voyages et de sport.",B2
Et j'adresse un défi collectif au parterre !,B2
"En Allemagne, l'université de Potsdam donne aux réfugiés qui ont été enseignants dans leur pays d'origine, la possibilité de devenir assistants puis professeurs dans les écoles allemandes qui manquent d'enseignants.",B2
"Ils ont tout planifié six mois à l'avance, afin de bénéficier des tarifs les plus avantageux, ce qui leur a permis par exemple de réserver un hôtel quatre étoiles au lieu de trois",B2
"Mais une différence apparaît en fin de cursus scolaire, les garçons prenant dans ce dernier domaine un avantage sur les filles.",B2
Des chorales chantent sur le parvis rappelant que cette fête est à l'origine une fête religieuse,B2
"Il les assembla donc, leur fit donner des cognées, et leur ordonna de tailler dans la forêt une route qui la traverserait d'outre en outre.",B2
Comment j'ai survécu à une perverse narcissique,B2
"En plus d'une formation aux langages informatiques purs, Sayna impose aussi l'apprentissage d'une toute autre forme de code.",B2
Jamais auparavant l'humanité n'avait produit autant de nourriture.,B2
Les enfants étaient allés dans le bois des chênes pour couper des branches et se faire des couronnes en feuilles à la manière des empereurs romains.,B2
Il arrive que le portable brise les amitiés entre jeunes.,B2
"Ce précieux instrument, d'origine américaine, envoyait, sans se gêner, un projectile conique de quatre kilogrammes à une distance moyenne de seize kilomètres.",B2
"Et pour éviter les risques de tricherie, les élèves n'auront pas le droit d'utiliser de messagerie instantanée, pas plus que les traducteurs automatiques, et leurs écrans seront de toute façon contrôlés, de manière aléatoire, par des surveillants.",B2
"Pas une scène dans le métro, un bouquet d'une douzaine de roses acheté à 5, 60 euros, un appartement présenté comme une chambre de bonne mais qui fait au moins 20 m2 , on se demande dans quel Paris ces personnages vivent.",B2
"Le précepteur Pangloss était l'oracle de la maison, et le petit Candide écoutait ses leçons avec toute la bonne foi de son âge et de son caractère.",B2
"Nous avons interrogé en Belgique trente couples mixtes, c'est-à-dire composés de deux personnes de nationalités différentes.",B2
"À l'heure actuelle, pour 7 milliards et demi d'individus, on compte 4 milliards de postes de radio, 4 milliards de télévisions, 2 milliards de téléphones portables, 2 milliards d'ordinateurs.",B2
"Si le député avait respecté les électeurs, il aurait démissionné.",B2
Des crèches vivantes y sont organisées et la paroisse se prépare pour la messe de minuit,B2
Le député invite également à prendre en considération les nombreux avantages du vélo sur l'écologie et ses bienfaits sur la santé des salariés qui sont plus en forme.,B2
"Autrefois, la faune et la flore partout, mais maintenant nos villes ne sont plus que des blocs de béton.",B2
"Le nouveau père est un père moderne , qui change des couches, raconte des histoires, concocte des purées carotte - avocat - céleri.",B2
"Pour Yak Rivais, le langage fait certes travailler le cerveau, mais aussi l'oeil et l'oreille.",B2
"Assis en terrasse dans le quartier touristique du Vieux Lyon, James sirote une limonade bien fraîche",B2
"Pour notre entreprise, externaliser, c'est se concentrer sur nos activités principales, recherche et commercialisation, que nous maîtrisons parfaitement et faire réaliser par des intervenants extérieurs les activités de production et les essais cliniques.",B2
Cela nécessite des équipements et suffsamment de place.,B2
"Un dépliant de 4 pages distribué en 13 millions d'exemplaires ""pour fen finir avec les idées reçues"" et démontrer qu l'on ne pourrait vivre dans un monde ""sans amour et zéro papier """,B2
Le site web wwwmonprospectuscom se vante les mérites de la réclame sur papier,B2
"Si nous savions employer correctement votre langue maternelle, nous trouverions du travail en un rien de temps.",B2
Carlos Ghosn sera-t-il le dernier protagoniste de sa folle escapade à demeurer hors d'atteinte de la justice ?,B2
"Certes il doit répondre aux goûts du consommateur, mais aussi aux capacités de son porte-monnaie.",B2
L'une des plus emblématiques est Marie Sophie Germain.,B2
"Heureusement, par pure modestie, il n'avait pas parlé des diamants donnés par sa mère.",B2
Les micro-changements apportés par ce type d'union sont capables d'annoncer de profonds changements sociaux.,B2
Pendant combien de temps les monnaies nationales et la monnaie européenne ont-elles circulé conjointement?,B2
"Alors, le mieux pour satisfaire son désir d'achat patriotique, est-ce acheter une Toyota fabriquée dans le Nord de la France ou s'offrir une Renaud sortie de ses usines de Roumanie",B2
"Des îles entières se retrouvent recouvertes par les déchets, c'est le cas de l'île Henderson sur laquelle 17 millions de tonnes de déchets se seraient accumulés car l'île est située tout proche d'un tourbillon géant, le gyre du Sud Pacifique.",B2
"Les randonneurs sont rares, et souvent médiocres.",B2
"Il a longé les quais de la Saône, traversé la presqu'île, puis rejoint les quais du Rhône",B2
"Pour éviter un oubli, vous pouvez consulter le ""Guide des formalités"" en ligne.",B2
"De plus, les agences nationales réglementaires de notre pays exigent de nous davantage de qualité, de sécurité et de fiabilité.",B2
"Le 25 approche, on réfléchit au repas et aux convives",B2
"Ancien sénateur pendant plus de 35 ans, le démocrate se targue de connaître la maison et de vouloir chercher des accords entre partis au Congrès.",B2
L'accès par voie électronique de l'ensemble des formalités au registre du commerce et des sociétés.,B2
"On peut donner plein d'exemples : détails du livre éliminés dans le film, changements concernant l'intrigue, acteurs qui ne correspondent pas à l'image des personnages qu'on s'était faite pendant la lecture.",B2
"Par fortes chaleurs, il est tentant de se découvrir. Une fausse bonne idée, car la peau est alors exposée à la brûlure du soleil.",B2
"À terme, plus de 300 déchetteries professionnelles collecteront gratuitement ces déchets qui seront ensuite transportés dans des centres de traitement où ils suivront le même circuit que les déchets ménagers : destruction, dépollution, puis réutilisation dans la fabrication de nouveaux équipements électroniques.",B2
Ils leur imposent plus de contraintes morales et leur demandent de tout sacrifier à la réussite scolaire.,B2
Le revenu des enfants sous autorité parentale est ajouté à celui du détenteur de l'autorité parentale.,B2
"Une fois que vous vous êtes muni des pièces et documents demandés, vous les scannez et les enregistrez sous format numérique.",B2
"n chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.",B2
"Ces gens cultivaient leurs terres, élevaient des troupeaux, obéissaient aux usages, aimaient et mouraient selon la loi commune.",B2
"Dans tous les cas, l'un des conjoints était belge, l'autre étant italien, marocain ou zaïrois.",B2
L'homme impoli est le lépreux du monde fashionable.,C2
Le lien entre l'acteur et l'acte commis est inexistant,C2
La didascalie offre un éclairage totalement nouveau de l'oeuvre.,C2
J'eusse dû te le confier en amont de notre conversation avec les investisseurs,C2
"Les tenants de la décroissance enjoignent pour leur part à consommer moins, à travailler moins et à réformer en profondeur les modes de vie et notamment notre consommation.",C2
"Mais sous les accents harmonieux d'un Schleiermacher, sous la pieuse virtuosité de Tieck et l'ironie de Schlegel, Hegel discerne aisément le tourment de l'esprit.",C2
"Lorsqu'elle eut revu son premier amoureux, son coeur battit follement",C2
"Après 13 ans, l'appareil articulatoire et phonatoire de l'enfant se fige, ce qui explique que les adultes ont tant de mal à apprendre les langues étrangères",C2
"Néanmoins, ces observations ont été obtenues en conditions contrôlées, et l'exposition des larves selon un scénario environnementalement réaliste d'ingestion de feuilles de plantes de culture contaminées n'a jamais été encore entrepris.",C2
Je vous saurais gré de bien vouloir me donner votre réponse dans les plus brefs délais,C2
"Les sollicitations incessantes auxquelles nous sommes confrontés nous obligent à une discipline de fer. Pour ne pas se laisser envahir, il devient nécessaire d'établir des règles et limites.",C2
"Elle m'occupait sans cesse : je formais mille projets ; j'inventais mille moyens de conquête, avec cette fatuité sans expérience qui se croit sûre du succès parce qu'elle n'a rien essayé.",C2
"Par ailleurs, le concept d'echelle architecturologique constitue un outil d'investigation pour questionner la representation architecturale du point de vue de la conception.",C2
Tu portas cette robe de soie bleue que j'eus cousue,C2
"C'est alors qu'on le voyait, se promenant sur le Prater, porter dans un poing ostensiblement serré l'exquis mouchoir de lin jaune et noir qui évoquait à grands cris l'ordonnance de 1468 promulguée par un certain Pietro Barbo et exigeant que, la corde au cou, la race de Guido courût sur le Corso pour l'amusement de la populace chrétienne, cependant que les dames de noble naissance, assises sur des colonnes vertébrales trop raffinées pour se détendre, se levaient de leurs sièges et, en compagnie des cardinaux à robe rouge et des monsignori, applaudissaient avec l'abandon froid mais hystérique d'un peuple qui est tout ensemble injuste et heureux - le pape lui-même étant précipité de sa prise sur le ciel par le rire d'un homme qui renonce à ses anges pour récupérer la bête.",C2
"Car à la tentation minutieusement encouragée par les industriels du secteur, s'ajoute la fascination même du jeu, dont la puissance de séduction peut parfois faire perdre pied.",C2
"On eût dit qu'en faisant remarquer leurs ridicules, je trahissais une confidence qu'ils m'avaient faite ; on eût dit qu'en se montrant à mes yeux tels qu'ils étaient, ils avaient obtenu de ma part la promesse du silence : je n'avais point la conscience d'avoir accepté ce traité trop onéreux.",C2
Certains partenaires ne demandent pas votre consentement et s'appuient sur leur intérêt commercial légitime pour traiter vos données.,C2
"Elle disait : ""Enfin, on respire !"" et parcourait les allées détrempées - trop symétriquement alignées à son gré par le nouveau jardinier dépourvu du sentiment de la nature et auquel mon père avait demandé depuis le matin si le temps s'arrangerait - de son petit pas enthousiaste et saccadé, réglé sur les mouvements divers qu'excitaient dans son âme l'ivresse de l'orage, la puissance de l'hygiène, la stupidité de mon éducation et la symétrie des jardins, plutôt que sur le désir inconnu d'elle d'éviter à sa jupe prune les taches de boue sous lesquelles elle disparaissait jusqu'à une hauteur qui était toujours pour sa femme de chambre un désespoir et un problème.",C2
La religion est la grande consolatrice des virginités,C2
"Ce fut le moment des sous-entendus adroits, des voiles levés par des mots, comme on lève des jupes, le moment des ruses de langage, des audaces habiles et déguisées, de toutes les hypocrisies impudiques, de la phrase qui montre des images dévêtues avec des expressions couvertes, qui fait passer dans l'oeil et dans l'esprit la vision rapide de tout ce qu'on ne peut pas dire, et permet aux gens du monde une sorte d'amour subtil et mystérieux, une sorte de contact impur des pensées par l'évocation simultanée, troublante et sensuelle comme une étreinte, de toutes les choses secrètes, honteuses et désirées de l'enlacement.",C2
Son retour fut moins prompt que ne l'espérait le comte de P ***.,C2
Cet auteur tellement lu pour sa Grammaire impertinente propose aussi,C2
"Jour du Seigneur pour les chrétiens ou jour de famille dans l'idéal laïque, il charrie bons et mauvais souvenirs, nostalgie des repas dominicaux ou haine de la parentèle.",C2
Vous attendîtes la surprise que vos parents vous eurent promise,C2
"C'est dans sa lettre à Schuller, extraite de sa Correspondance, que Spinoza dénonce l'illusion du libre arbitre",C2
"Mais, poursuit Bacon, la science se doit de surmonter ces craintes et ces scrupules: elle doit triompher du sentiment d'impuissance qui la paralyse.",C2
"Sans enfants à cinquante-neuf ans, Guido avait, de son propre coeur, préparé pour son enfant à venir un coeur modelé sur sa propre préoccupation : l'hommage sans remords à la noblesse, la génuflexion que fait par contraction musculaire le corps pourchassé en s'affalant devant ce qui est imminent et inaccessible comme devant une grande chaleur.",C2
Le plat plein ploie sous le poids ou ne ploie point ?,C2
La bave du crapaud n'atteint pas la blanche colombe,C2
Un mode de travail dont ils sont habituellement privés dans un enseignement transmissif.,C2
"Mais, tout comme l'uploading du cerveau peut être considéré comme un archétype nous permettant de penser l'identité numérique, les rêveries de la nanotechnologie moléculaire apparaissent comme l'horizon lointain des recherches d'aujourd'hui.",C2
"Cette anecdote est cependant à prendre avec précaution car, selon Paul Barolsky, de nombreux récits des Vies constituent de pures inventions poétiques.",C2
"Cependant une invincible timidité m'arrêtait : tous mes discours expiraient sur mes lèvres, ou se terminaient tout autrement que je ne l'avais projeté.",C2
"Elle se caractérise par une fébricule, des courbatures, des adénopathies cervicales postérieures et parfois un purpura du voile du palais.",C2
Vos regards m'observent.,C2
L'école doit former les enfants à se séparer de leur comportement d'usagers pour leur faire adopter une position distanciée qui les aidera à considérer ces langages comme des objets et des véhicules du savoir.,C2
"Vous êtes embarrassée, presque offensée de mon trouble.",C2
(À noter que l'apprentissage de la grammaire française obéit aux mêmes objectifs.) Il est parfaitement connu que la seule méthode viable pour apprendre une langue étrangère est l'immersion,C2
"La salle commençait à se remplir, on tirait les lorgnettes de leurs étuis, et les abonnés, s'apercevant de loin, se faisaient des salutations.",C2
"La vieille acquiesça de la tête, sous sa grand cornette à l'ancienne mode, dont les ailes recourbées l'enveloppaient quasi toute de leurs blanches mousselines empesées",C2
"Socrate incarne, en effet, le sage qui sait distinguer entre les désirs à poursuivre ou à ne pas poursuivre, qui sait se gouverner lui-même et qui est en mesure d'accéder à une véritable autonomie de la volonté",C2
"La calcitonine est une hormone largement distribuee sur l'echelle de l'evolution, cependant aucune etude biochimique n'a ete entreprise chez les invertebres.",C2
"L'événement était drôle, mais également tristement révélateur : François Hollande a écrit un seul mot en anglais dans sa lettre de félicitations à Barack Obama pour sa réélection, et ce mot était mauvais",C2
"Autant dire: une humanité sans violence, une nature sans histoire, un monde sans guerre, voué à la simple émulation par les calmes conquêtes de la puissance technique.",C2
"Puis, il y eut une pause lugubre, suivie d'un vaste soupir d'agonie où l'on eût dit que l'âme de la grosse cloche s'exhalait.",C2
"Dans la phase de contrôle, un logiciel original de suivi de prescription étudie la pharmacoéconomie des antidépresseurs, la pharmacoépidémiologie des anxiolytiques et des somnifères et la relation entre consommation d'antibiotiques et résistance nosocomiale.",C2
"Comme support d'échange, ça a été fantastique",C2
"Des variations significatives de cet indice sur une période inférieure à plusieurs décennies sont peu probables en l'absence de réformes territoriales conséquentes, ce qui a été rarement le cas en Suisse après 2000 en comparaison internationale.",C2
"Chacune des categories est correlée à une situation donnée et possède une organisation syllabique, temporelle et mélodique specifiques.",C2
Les noeuds de ses reins et de son échine s'étaient relâchés.,C2
"Si l'esprit consiste à se saisir, dans sa propre opposition à soi, nulle période n'est mieux marquée par son avènement que celle du subjectivisme absolu.",C2
"Ceci pourrait donner lieu à des jeux interactifs, qui sont un excellent moyen de mémorisation.",C2
l défend ainsi une position philosophique déterministe suivant laquelle tous les événements sont absolument nécessaires et le sentiment que nous avons d'être libres ne serait qu'une illusion naturelle,C2
"Un bel organe, un imperturbable aplomb, plus de tempérament que d'intelligence et plus d'emphase que de lyrisme, achevaient de rehausser cette admirable nature de charlatan, où il y avait du coiffeur et du toréador.",C2
"Mais on peut aussi imaginer un robot allié ou compagnon, voire amant.",C2
"Pourtant, les conséquences de la mise en place de telles pratiques de gestion permettent de s'interroger sur les raisons véritables qui poussent une entreprise à évaluer ses connaissances",C2
"Il aura de bons rapports avec la dernière femme de son père, Lucrezia Guglielmo Cortigiani, et laissera une note l'appelant ""chère et douce mère"".",C2
Les fortunes détruites sont les chevrons des courtisanes.,C2
Victoire en 1906: la loi du 13 juillet instaure une trêve dominicale obligatoire.,C2
"L'Auberge du Presbytère nous attendait, chambre des vicaires",C2
"Déplorant que le Sénat ait préféré, au contraire, en rester aux dispositions initiales du projet de loi, il a conclu en constatant qu'il semblait, dans ces conditions, difficile de trouver une conciliation permettant d'aboutir à un accord en commission mixte paritaire.",C2
"Il n'y a absolument aucun doute que si l'Education nationale distribuait des DVD de séries en version originale au lieu de payer des enseignants, les français parleraient beaucoup mieux les langues étrangères (et perdraient moins de temps)",C2
Alors se modifièrent rapidement les règles sévères qu'elle m'avait prescrites.,C2
"L'absence de professeurs formés en nombre suffisant est également un frein pour beaucoup de ses adversaires, qui la jugent infaisable.",C2
"Le comte de P *** était absent * Les combats que j'avais livrés longtemps à mon propre caractère, l'impatience que j'éprouvais de n'avoir pu le surmonter, mon incertitude sur le succès de ma tentative, jetèrent dans ma lettre une agitation qui ressemblait fort à l'amour.",C2
"Une fois rentrés chez eux, les élèves que j'ai pu étudier au lycée Dorian vont sur des plates-formes, alors pas forcément les plates-formes académiques type ENT, mais vont par exemple sur Facebook, ils coopèrent, ils s'échangent des informations sur les cours, sur les exercices.",C2
"Entre ceux qui ne jurent que par l'introduction de l'informatique comme un enseignement obligatoire, et ceux qui ont peur que l'on veuille transformer le primaire en une prépa à l'Ecole 42, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun qui prendra des années.",C2
"Les gourmets, adeptes de bistronomie, s'en voient souvent proposé en plateau accompagné de fruits secs, voire de confiture ; un mélange sucré salé qui sied parfaitement aux apéritifs dinatoires si chers aux papilles hexagonales.",C2
"La haie formait comme une suite de chapelles qui disparaissaient sous la jonchée de leurs fleurs amoncelées en reposoir ; au-dessous d'elles, le soleil posait à terre un quadrillage de clarté, comme s'il venait de traverser une verrière ; leur parfum s'étendait aussi onctueux, aussi délimité en sa forme que si j'eusse été devant l'autel de la Vierge, et les fleurs, aussi parées, tenaient chacune d'un air distrait son étincelant bouquet d'étamines, fines et rayonnantes nervures de style flamboyant comme celles qui à l'église ajouraient la rampe du jubé ou les meneaux du vitrail et qui s'épanouissaient en blanche chair de fleur de fraisier.",C2
"Le slogan ""100 % de nos clients achètent nos produits"" est une tautologie.",C2
"Qu'un garçon qui voyagea dans le monde entier grâce aux prospectus d'agences de voyage soit, pour l'écrivain Fernando Pessoa, le plus grand voyageur jamais connu, cela illustre bien le concept de voyage immobile",C2
"En plus de son rôle, si important pour la recherche en génétique et en biologie moléculaire, de ""pourvoyeur"" de quantité illimitée d'ADN à partir d'un infime échantillon, la PCR s'avérera un outil indispensable notamment au diagnostic de plusieurs maladies et à la génétique forensique.",C2
Dix ans de fidélité avaient inspiré à M. de P *** une confiance entière ; il laissait à Ellénore la plus grande liberté.,C2
Ils suivaient une sente creuse que dominait des deux côtés un talus de six pieds de haut.,C2
"Alors qu'au cours du Paléolithique, la diffusion avait fractionné l'écoumène en petits groupes, la tendance depuis la fin de la dernière glaciation est à l'épaississement des relations dans l'Ancien Monde, par augmentation des effectifs et par tissage d'interconnexions.",C2
"Les industriels ont entrepris des recherches pour améliorer les procédés de fabrication, les rendre moins énergivores et limiter les déchets à la source, mais la question des matériaux déjà existants se pose aujourd'hui, bien que les besoins ne soient pas immédiats.",C2
"Nous vivons dans un univers bouleversé par les révolutions scientifiques et technologiques, par de nouvelles pratiques culturelles.",C2
"La nécessité de prouver l'efficacité de pratiques de KM comme la volonté de mettre en évidence l'apport économique de leur patrimoine de connaissances, poussent certainement les entreprises à s'intéresser à l'évaluation de leurs connaissances",C2
"Et d'ajouter, afin de faire de l'école publique un lieu consensuel et inclusif, que les enseignants qui ""outrageraient les croyances religieuses de n'importe qui"" seraient durement sanctionnés.",C2
"En étant connecté en permanence à ses amis et en pouvant ""se raccrocher"" à des environnements en ligne familiers, comme sa page Facebook, son compte Twitter ou sa story Snapchat, la personne, éloignée de son environnement familier, ne se sentirait-elle pas alors davantage en sécurité affective, comme dans son foyer où elle a ses repères et habitudes rassurants ?",C2
"Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des fleurs : au sommet, les velours, d'un noir profond, d'un blanc de lait caillé ; plus bas, les satins, les roses, les bleus, aux cassures vives, se décolorant en pâleurs d'une tendresse infinie ; plus bas encore, les soies, toute l'écharpe de l'arc-en-ciel, des pièces retroussées en coques, plissées comme autour d'une taille qui se cambre, devenues vivantes sous les doigts savants des commis ; et, entre chaque motif, entre chaque phrase colorée de l'étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème.",C2
On demontre des formules d'addition pour cette section theta qui generalisent en particulier la formule trisecante de fay.,C2
"Sur les flancs et les derrières de la noce, tout le village en rumeur bourdonnait comme un essaim",C2
"C'est une gifle immatérielle, une ébauche de cruauté, un petit plain-pied sexuel, une indifférence de mâle.",C2
"Ils tintaient le glas, maintenant, un glas d'une tristesse inexprimable, lourd de larmes, tout gonflé de sanglots.",C2
"Elle allait chez les avoués, chez le président, se rappelait l'échéance des billets, obtenait des retards ; et, à la maison, repassait, cousait, blanchissait, surveillait les ouvriers, soldait les mémoires, tandis que, sans s'inquiéter de rien, Monsieur, continuellement engourdi dans une somnolence boudeuse dont il ne se réveillait que pour lui dire des choses désobligeantes, restait à fumer au coin du feu, en crachant dans les cendres.",C2
"Il s'établit donc, dans le petit public qui m'environnait, une inquiétude vague sur mon caractère.",C2
"Suite à une série de retards, cet employé a été mis à pied pour une durée indertéminée",C2
